,dates,FB,NFLX,GOOGL,MSFT,AMZN,ADBE,avg_pos,avg_subj,news_cnt
451,2011-03-28,,33.9028,288.5708,20.3764,169.35,32.43,,,
452,2011-03-29,,33.9114,291.7657,20.4405,174.62,32.62,,,
453,2011-03-30,,33.9928,291.8208,20.5368,179.42,32.95,,,
454,2011-03-31,,33.9685,294.2884,20.3603,180.13,33.16,,,
455,2011-04-01,,34.5843,296.8162,20.4325,180.13,34.16,,,
456,2011-04-02,,,,,,,,,
457,2011-04-03,,,,,,,,,
458,2011-04-04,,34.96,294.7499,20.4887,182.94,34.37,,,
459,2011-04-05,,34.89,285.4261,20.6731,185.29,34.18,0.16767676767676767,0.5181818181818182,1.0
460,2011-04-06,,34.2814,287.979,20.9698,182.76,34.24,,,
461,2011-04-07,,33.4228,290.898,21.0099,184.91,34.48,,,
462,2011-04-08,,33.5514,289.9751,20.9056,184.71,34.15,,,
463,2011-04-09,,,,,,,,,
464,2011-04-10,,,,,,,,,
465,2011-04-11,,32.5943,289.5789,20.8335,184.04,34.38,,,
466,2011-04-12,,33.4171,286.1884,20.5608,180.48,34.09,,,
467,2011-04-13,,34.1071,289.0322,20.5528,182.29,34.21,,,
468,2011-04-14,,33.8185,290.1507,20.3844,181.82,34.33,,,
469,2011-04-15,,33.6414,266.1716,20.3443,180.01,34.51,,,
470,2011-04-16,,,,,,,,,
471,2011-04-17,,,,,,,,,
472,2011-04-18,,33.3328,264.2357,20.1118,178.34,33.85,,,
473,2011-04-19,,34.5071,261.5724,20.1679,178.82,33.65,,,
474,2011-04-20,,34.9185,263.679,20.6571,183.87,33.69,,,
475,2011-04-21,,36.0314,263.363,20.4646,185.89,33.48,,,
476,2011-04-22,,,,,,,,,
477,2011-04-23,,,,,,,,,
478,2011-04-24,,,,,,,,,
479,2011-04-25,,35.9528,263.3379,20.5368,185.42,33.23,,,
480,2011-04-26,,32.7014,267.2349,21.0019,182.3,33.13,,,
481,2011-04-27,,33.7085,269.7126,21.1542,196.63,33.65,,,
482,2011-04-28,,33.4814,269.8179,21.4189,195.07,34.02,,,
483,2011-04-29,,33.2385,272.8924,20.7854,195.81,33.55,,,
484,2011-04-30,,,,,,,,,
485,2011-05-01,,,,,,,,,
486,2011-05-02,,33.8845,270.1138,20.5769,201.19,33.55,,,
487,2011-05-03,,33.0343,267.7716,20.6971,198.45,33.49,,,
488,2011-05-04,,32.7414,268.7245,20.8976,199.97,33.22,,,
489,2011-05-05,,32.9014,267.9622,20.6811,197.11,32.94,,,
490,2011-05-06,,32.7814,268.4788,20.7453,197.6,33.4,,,
491,2011-05-07,,,,,,,,,
492,2011-05-08,,,,,,,,,
493,2011-05-09,,33.7728,269.6725,20.7132,200.8,33.97,,,
494,2011-05-10,,33.9471,272.1702,20.5849,203.94,34.75,,,
495,2011-05-11,,34.3814,268.554,20.3363,204.38,35.4,,,
496,2011-05-12,,35.11,268.3534,20.3042,206.07,35.86,,,
497,2011-05-13,,35.2171,265.5949,20.0717,202.56,35.33,,,
498,2011-05-14,,,,,,,,,
499,2011-05-15,,,,,,,,,
500,2011-05-16,,33.87,260.0126,19.7028,192.51,34.39,,,
501,2011-05-17,,33.8485,266.0513,19.791,194.81,34.72,,,
502,2011-05-18,,34.6485,265.7253,19.9282,197.09,34.87,,,
503,2011-05-19,,34.6757,266.4475,19.9484,198.805,35.41,,,
504,2011-05-20,,35.1285,262.8263,19.7668,198.65,35.31,,,
505,2011-05-21,,,,,,,,,
506,2011-05-22,,,,,,,,,
507,2011-05-23,,35.4043,259.9976,19.5085,196.22,34.43,,,
508,2011-05-24,,35.3714,259.9324,19.4924,193.27,34.14,,,
509,2011-05-25,,37.0671,260.6396,19.5246,192.26,34.13,,,
510,2011-05-26,,37.6785,259.8672,19.9121,195.0,34.54,,,
511,2011-05-27,,37.7871,261.2565,19.9847,194.13,34.29,,,
512,2011-05-28,,,,,,,,,
513,2011-05-29,,,,,,,,,
514,2011-05-30,,,,,,,,,
515,2011-05-31,,38.6857,265.329,20.1865,196.69,34.63,,,
516,2011-06-01,,38.18,263.6138,19.7184,192.395,34.12,,,
517,2011-06-02,,38.8142,264.8476,19.5489,193.65,34.26,,,
518,2011-06-03,,39.1002,262.3498,19.2946,188.32,33.27,,,
519,2011-06-04,,,,,,,,,
520,2011-06-05,,,,,,,,,
521,2011-06-06,,37.5128,261.3367,19.3794,185.69,32.84,,,
522,2011-06-07,,37.67,260.3186,19.4197,187.55,33.01,,,
523,2011-06-08,,37.4657,260.3888,19.3229,188.05,32.24,,,
524,2011-06-09,,37.51,259.165,19.339,189.68,32.215,,,
525,2011-06-10,,36.946,255.5413,19.1332,186.53,31.67,,,
526,2011-06-11,,,,,,,,,
527,2011-06-12,,,,,,,,,
528,2011-06-13,,36.7457,253.1464,19.4036,186.29,31.66,,,
529,2011-06-14,,37.304,254.9721,19.5489,189.96,32.09,0.5,0.5,1.0
530,2011-06-15,,36.7314,252.2537,19.1614,185.98,31.13,,,
531,2011-06-16,,35.6143,250.9597,19.3673,183.65,30.8,,,
532,2011-06-17,,35.0957,243.2609,19.5811,186.37,30.47,,,
533,2011-06-18,,,,,,,,,
534,2011-06-19,,,,,,,,,
535,2011-06-20,,35.09,243.0402,19.7506,187.72,30.95,,,
536,2011-06-21,,36.2357,247.2633,19.9847,194.23,32.01,,,
537,2011-06-22,,35.5228,244.2565,19.8959,191.63,30.01,,,
538,2011-06-23,,36.5314,240.8535,19.8798,194.16,30.44,,,
539,2011-06-24,,36.7085,238.1752,19.6134,192.55,29.97,,,
540,2011-06-25,,,,,,,,,
541,2011-06-26,,,,,,,,,
542,2011-06-27,,37.16,242.1475,20.3399,201.25,30.89,,,
543,2011-06-28,,37.87,247.5893,20.8241,202.35,30.79,,,
544,2011-06-29,,37.8485,249.5554,20.6788,204.18,31.15,,,
545,2011-06-30,,37.5271,253.974,20.9856,204.49,31.45,,,
546,2011-07-01,,38.2842,261.3207,21.0017,209.49,31.53,,,
547,2011-07-02,,,,,,,,,
548,2011-07-03,,,,,,,,,
549,2011-07-04,,,,,,,,,
550,2011-07-05,,41.3757,267.0443,21.0098,213.19,31.52,,,
551,2011-07-06,,41.5657,268.5089,21.2519,214.19,31.65,,,
552,2011-07-07,,41.7742,274.1463,21.6071,216.74,32.07,,,
553,2011-07-08,,42.1628,266.8186,21.7281,218.28,31.54,,,
554,2011-07-09,,,,,,,,,
555,2011-07-10,,,,,,,,,
556,2011-07-11,,41.5342,264.4564,21.4941,212.55,30.98,,,
557,2011-07-12,,41.61,267.8318,21.4214,211.23,30.35,,,
558,2011-07-13,,42.6757,269.9634,21.4941,213.5,30.07,,,
559,2011-07-14,,40.9457,265.2889,21.3649,210.38,29.35,,,
560,2011-07-15,,40.99,299.7353,21.6151,212.87,29.29,,,
561,2011-07-16,,,,,,,,,
562,2011-07-17,,,,,,,,,
563,2011-07-18,,39.8571,298.3911,21.4618,211.53,28.77,,,
564,2011-07-19,,41.0414,302.2079,22.2286,218.06,29.4,,,
565,2011-07-20,,40.2,298.5967,21.8411,215.55,29.16,,,
566,2011-07-21,,39.4014,304.4348,21.8694,213.21,29.56,,,
567,2011-07-22,,39.5114,310.0722,22.2205,216.52,29.72,,,
568,2011-07-23,,,,,,,,,
569,2011-07-24,,,,,,,,,
570,2011-07-25,,40.2185,310.4483,22.5272,213.49,29.65,,,
571,2011-07-26,,38.13,312.2238,22.6644,214.18,29.63,0.5,0.5,1.0
572,2011-07-27,,38.4885,304.5501,22.0591,222.518,28.5,,,
573,2011-07-28,,38.0885,306.4159,22.3738,223.9,28.02,,,
574,2011-07-29,,37.9985,302.7797,22.1156,222.52,27.71,,,
575,2011-07-30,,,,,,,,,
576,2011-07-31,,,,,,,,,
577,2011-08-01,,37.6257,304.3244,22.0106,221.32,27.67,,,
578,2011-08-02,,36.7428,297.1172,21.6313,211.7,27.03,,,
579,2011-08-03,,37.1428,301.5158,21.7281,209.96,27.37,,,
580,2011-08-04,,35.11,289.6541,20.9371,201.48,26.15,,,
581,2011-08-05,,34.4443,290.4165,20.7273,202.7,25.62,,,
582,2011-08-06,,,,,,,,,
583,2011-08-07,,,,,,,,,
584,2011-08-08,,32.3771,273.8554,19.7587,193.7,23.91,,,
585,2011-08-09,,33.9714,287.5928,20.6466,205.09,24.81,,,
586,2011-08-10,,33.2028,275.355,19.5327,194.13,22.8,,,
587,2011-08-11,,34.7328,281.9353,20.3318,198.36,24.0,,,
588,2011-08-12,,34.8571,282.7578,20.2591,202.3,24.1,,,
589,2011-08-13,,,,,,,,,
590,2011-08-14,,,,,,,,,
591,2011-08-15,,35.1828,279.4777,20.5901,202.95,24.65,,,
592,2011-08-16,,34.1485,270.3345,20.5901,197.68,24.63,,,
593,2011-08-17,,33.1771,267.4004,20.5048,195.93,24.56,,,
594,2011-08-18,,31.0685,253.2217,20.0377,182.52,23.28,,,
595,2011-08-19,,29.3157,246.2201,19.5342,178.93,22.69,,,
596,2011-08-20,,,,,,,,,
597,2011-08-21,,,,,,,,,
598,2011-08-22,,29.3157,249.8563,19.4773,177.54,23.17,,,
599,2011-08-23,,31.3628,260.2133,20.0784,193.55,23.78,,,
600,2011-08-24,,30.8614,262.4552,20.2246,193.73,24.1,,,
601,2011-08-25,,30.8328,260.8251,19.9565,192.03,23.865,,,
602,2011-08-26,,31.6985,264.2457,20.5088,199.27,24.54,,,
603,2011-08-27,,,,,,,,,
604,2011-08-28,,,,,,,,,
605,2011-08-29,,32.1478,270.3746,20.9881,206.53,25.515,,,
606,2011-08-30,,33.7543,271.1871,21.3048,210.92,25.19,,,
607,2011-08-31,,33.5728,271.3175,21.6054,215.23,25.24,,,
608,2011-09-01,,33.3243,267.0744,21.2886,212.54,24.77,,,
609,2011-09-02,,30.4443,263.2326,20.9556,210.0,24.15,-0.15555555555555559,0.2888888888888889,1.0
610,2011-09-03,,,,,,,,,
611,2011-09-04,,,,,,,,,
612,2011-09-05,,,,,,,,,
613,2011-09-06,,31.2528,261.8985,20.72,216.18,23.74,,,
614,2011-09-07,,30.8571,267.8418,21.118,219.9,25.3,,,
615,2011-09-08,,30.1714,268.3082,21.2967,217.26,24.99,,,
616,2011-09-09,,29.1385,263.2376,20.9068,211.39,24.64,,,
617,2011-09-10,,,,,,,,,
618,2011-09-11,,,,,,,,,
619,2011-09-12,,30.0071,265.8807,21.0287,216.56,25.2,,,
620,2011-09-13,,29.8214,265.5798,21.1505,219.53,25.18,,,
621,2011-09-14,,29.8157,266.8588,21.5241,222.57,25.755,,,
622,2011-09-15,,24.1785,272.12,21.9221,226.78,26.12,,,
623,2011-09-16,,22.17,274.1864,22.0277,239.3,25.52,,,
624,2011-09-17,,,,,,,,,
625,2011-09-18,,,,,,,,,
626,2011-09-19,,20.5357,274.1814,22.1008,241.69,25.27,,,
627,2011-09-20,,18.5757,274.1588,21.914,233.25,24.64,,,
628,2011-09-21,,18.3571,270.4348,21.1099,231.87,24.89,,,
629,2011-09-22,,18.3614,261.1361,20.3545,223.23,24.31,,,
630,2011-09-23,,18.48,263.5686,20.3545,223.61,24.88,,,
631,2011-09-24,,,,,,,,,
632,2011-09-25,,,,,,,,,
633,2011-09-26,,18.8886,266.7685,20.6632,229.85,25.13,,,
634,2011-09-27,,18.2128,270.505,20.85,224.21,25.56,,,
635,2011-09-28,,18.1628,265.2388,20.7728,229.71,25.11,0.1559090909090909,0.33090909090909093,1.0
636,2011-09-29,,16.17,264.5667,20.6713,222.44,24.99,,,
637,2011-09-30,,16.1814,258.3174,20.2164,216.23,24.17,,,
638,2011-10-01,,,,,,,,,
639,2011-10-02,,,,,,,,,
640,2011-10-03,,16.1786,248.5272,19.924,211.98,23.26,,,
641,2011-10-04,,16.4143,251.7271,20.5819,212.5,24.04,-0.15555555555555559,0.2888888888888889,1.0
642,2011-10-05,,17.1086,253.1314,21.0287,219.498,24.675,,,
643,2011-10-06,,17.6057,258.1519,21.3942,221.51,25.33,,,
644,2011-10-07,,16.7443,258.3575,21.3211,224.74,25.28,,,
645,2011-10-08,,,,,,,,,
646,2011-10-09,,,,,,,,,
647,2011-10-10,,15.9457,269.4167,21.8815,231.32,25.76,0.18333333333333335,0.425,1.0
648,2011-10-11,,15.5228,272.431,21.9302,235.48,25.84,,,
649,2011-10-12,,16.2314,275.0992,21.8978,236.81,25.88,,,
650,2011-10-13,,16.7157,280.3604,22.0764,236.15,25.8,,,
651,2011-10-14,,16.5771,296.7561,22.1495,246.71,26.81,,,
652,2011-10-15,,,,,,,,,
653,2011-10-16,,,,,,,,,
654,2011-10-17,,16.7614,292.1067,21.914,242.33,26.24,,,
655,2011-10-18,,15.9628,296.1692,22.182,243.88,26.76,,,
656,2011-10-19,,15.6314,291.2491,22.0358,231.53,26.02,,,
657,2011-10-20,,15.9257,292.7387,21.9627,233.61,26.08,,,
658,2011-10-21,,16.72,296.1592,22.0602,234.78,27.3,,,
659,2011-10-22,,,,,,,,,
660,2011-10-23,,,,,,,,,
661,2011-10-24,,16.9771,299.1334,22.0846,237.61,28.2,,,
662,2011-10-25,,11.0528,292.4829,21.7759,227.15,27.85,,,
663,2011-10-26,,11.3428,294.0627,21.5972,198.4,27.81,,,
664,2011-10-27,,11.5514,300.2619,22.1333,206.78,28.34,,,
665,2011-10-28,,12.02,300.9992,21.914,217.32,29.02,,,
666,2011-10-29,,,,,,,,,
667,2011-10-30,,,,,,,,,
668,2011-10-31,,11.7257,297.2375,21.6297,213.51,29.41,,,
669,2011-11-01,,11.4414,290.2209,21.1099,212.105,28.59,,,
670,2011-11-02,,11.9128,293.3154,21.1261,215.62,29.35,,,
671,2011-11-03,,13.1843,299.6751,21.5485,218.29,30.16,,,
672,2011-11-04,,12.86,298.993,21.3211,216.48,29.79,,,
673,2011-11-05,,,,,,,,,
674,2011-11-06,,,,,,,,,
675,2011-11-07,,12.9757,305.1068,21.7678,217.0,29.92,,,
676,2011-11-08,,12.9243,307.118,22.0602,217.99,30.42,0.5,0.5,1.0
677,2011-11-09,,12.5786,301.4054,21.2805,211.22,28.08,,,
678,2011-11-10,,12.16,298.4613,21.3454,210.79,28.03,,,
679,2011-11-11,,12.5357,305.1169,21.8571,217.39,28.43,,,
680,2011-11-12,,,,,,,,,
681,2011-11-13,,,,,,,,,
682,2011-11-14,,12.2457,307.4491,21.7353,218.93,28.24,,,
683,2011-11-15,,12.3257,309.2346,21.8815,217.83,28.47,,,
684,2011-11-16,,11.5971,306.6817,21.3332,211.99,28.54,,,
685,2011-11-17,,10.9228,301.3653,20.8995,204.52,27.69,0.5,0.5,1.0
686,2011-11-18,,11.1514,298.361,20.7031,197.14,27.18,,,
687,2011-11-19,,,,,,,,,
688,2011-11-20,,,,,,,,,
689,2011-11-21,,10.6386,291.3694,20.4577,189.25,26.63,,,
690,2011-11-22,,10.0643,290.898,20.2858,192.34,26.33,,,
691,2011-11-23,,9.7857,285.9377,20.024,188.99,25.94,,,
692,2011-11-24,,,,,,,,,
693,2011-11-25,,9.1226,282.3717,19.8848,182.399,25.83,,,
694,2011-11-26,,,,,,,,,
695,2011-11-27,,,,,,,,,
696,2011-11-28,,9.9928,295.0057,20.3513,194.15,26.62,,,
697,2011-11-29,,9.6528,292.3675,20.3267,188.39,26.07,,,
698,2011-11-30,,9.2186,300.623,20.9323,192.29,27.42,,,
699,2011-12-01,,9.5957,307.8353,20.6868,197.13,27.14,,,
700,2011-12-02,,9.4814,311.1405,20.6377,196.03,27.11,,,
701,2011-12-03,,,,,,,,,
702,2011-12-04,,,,,,,,,
703,2011-12-05,,10.0171,313.7937,21.0305,196.24,27.91,,,
704,2011-12-06,,9.7343,312.8507,20.9977,191.99,27.96,0.25,0.25,1.0
705,2011-12-07,,10.28,312.6602,20.9486,195.32,27.86,0.0,0.0,1.0
706,2011-12-08,,9.9171,308.9788,20.785,190.48,27.38,,,
707,2011-12-09,,10.1271,314.6814,21.0305,193.03,28.04,,,
708,2011-12-10,,,,,,,,,
709,2011-12-11,,,,,,,,,
710,2011-12-12,,10.7514,313.6632,20.875,189.52,27.39,,,
711,2011-12-13,,10.3014,313.7836,21.0796,180.51,26.99,0.5,0.5,1.0
712,2011-12-14,,10.1486,309.9919,20.9405,180.21,26.52,,,
713,2011-12-15,,9.96,310.7292,20.9159,181.26,26.46,,,
714,2011-12-16,,9.9743,313.9491,21.276,181.26,28.2,,,
715,2011-12-17,,,,,,,,,
716,2011-12-18,,,,,,,,,
717,2011-12-19,,9.5928,311.8777,20.8914,179.33,27.505,,,
718,2011-12-20,,10.2,316.161,21.2964,182.52,28.44,,,
719,2011-12-21,,10.1386,313.8789,21.0796,174.35,27.97,,,
720,2011-12-22,,10.5486,315.8249,21.1205,179.03,27.885,,,
721,2011-12-23,,10.3743,317.5502,21.3005,177.28,28.29,,,
722,2011-12-24,,,,,,,,,
723,2011-12-25,,,,,,,,,
724,2011-12-26,,,,,,,,,
725,2011-12-27,,10.0851,321.1163,21.3087,176.27,28.5,,,
726,2011-12-28,,9.8857,320.8404,21.1287,173.89,28.015,,,
727,2011-12-29,,9.9,322.1946,21.2923,173.86,28.31,,,
728,2011-12-30,,9.8986,323.95,21.2432,173.1,28.27,,,
729,2011-12-31,,,,,,,,,
730,2012-01-01,,,,,,,,,
731,2012-01-02,,,,,,,,,
732,2012-01-03,,10.32,333.7352,21.902,179.03,28.57,,,
733,2012-01-04,,11.4928,335.1747,22.4216,177.51,28.28,,,
734,2012-01-05,,11.3286,330.5253,22.6507,177.61,28.48,,,
735,2012-01-06,,12.3271,326.0164,22.9985,182.61,28.72,,,
736,2012-01-07,,,,,,,,,
737,2012-01-08,,,,,,,,,
738,2012-01-09,,14.0257,312.1937,22.6998,178.56,28.53,,,
739,2012-01-10,,13.69,312.5348,22.7816,179.34,29.2,,,
740,2012-01-11,,13.1643,313.9491,22.6835,178.9,29.32,,,
741,2012-01-12,,13.1643,315.7948,22.9126,175.93,29.23,,,
742,2012-01-13,,13.4828,313.4626,23.1172,178.42,28.97,-0.11616161616161619,0.1767676767676768,1.0
743,2012-01-14,,,,,,,,,
744,2012-01-15,,,,,,,,,
745,2012-01-16,,,,,,,,,
746,2012-01-17,,13.5314,315.2632,23.1212,181.66,29.35,,,
747,2012-01-18,,14.0771,317.4349,23.1008,189.44,29.89,,,
748,2012-01-19,,14.78,320.7752,23.0108,194.45,30.24,,,
749,2012-01-20,,14.32,293.9022,24.3119,190.93,30.5,,,
750,2012-01-21,,,,,,,,,
751,2012-01-22,,,,,,,,,
752,2012-01-23,,13.4228,293.6665,24.3282,186.09,30.23,,,
753,2012-01-24,,13.2386,291.3644,24.0091,187.0,30.95,,,
754,2012-01-25,,13.5771,285.6267,24.1891,187.8,31.34,,,
755,2012-01-26,,16.5728,284.9296,24.14,193.316,31.18,,,
756,2012-01-27,,17.6843,290.8879,23.9191,195.37,31.05,,,
757,2012-01-28,,,,,,,,,
758,2012-01-29,,,,,,,,,
759,2012-01-30,,17.9186,289.7394,24.2301,192.15,31.0,,,
760,2012-01-31,,17.1714,290.9531,24.1646,194.44,30.95,,,
761,2012-02-01,,17.5671,291.3143,24.4592,179.46,31.24,,,
762,2012-02-02,,17.7143,293.4609,24.5083,181.72,31.285,,,
763,2012-02-03,,18.0614,299.0883,24.7456,187.68,31.85,0.16666666666666669,0.3333333333333333,1.0
764,2012-02-04,,,,,,,,,
765,2012-02-05,,,,,,,,,
766,2012-02-06,,18.4643,305.488,24.7129,183.14,31.855,,,
767,2012-02-07,,18.2686,304.3244,24.8356,184.19,32.28,,,
768,2012-02-08,,17.7143,305.8692,25.0893,185.48,32.1,,,
769,2012-02-09,,17.8343,306.6767,25.1793,184.98,32.65,,,
770,2012-02-10,,17.7043,303.8931,24.9543,185.54,32.21,,,
771,2012-02-11,,,,,,,,,
772,2012-02-12,,,,,,,,,
773,2012-02-13,,16.9,307.0478,25.0238,191.59,32.35,,,
774,2012-02-14,,17.5814,305.824,24.9174,191.3,32.44,,,
775,2012-02-15,,17.4371,303.7175,24.7527,184.47,32.46,,,
776,2012-02-16,,17.4157,304.199,25.77,179.93,32.86,,,
777,2012-02-17,,17.4071,303.2561,25.7411,182.5,32.75,,,
778,2012-02-18,,,,,,,,,
779,2012-02-19,,,,,,,,,
780,2012-02-20,,,,,,,,,
781,2012-02-21,,16.7714,307.9506,25.8977,182.26,32.54,0.3181818181818182,0.4772727272727273,1.0
782,2012-02-22,,16.0571,304.9112,25.7576,180.58,32.33,,,
783,2012-02-23,,16.1414,303.9934,25.84,178.89,32.97,,,
784,2012-02-24,,15.9528,305.8943,25.9306,179.13,33.41,,,
785,2012-02-25,,,,,,,,,
786,2012-02-26,,,,,,,,,
787,2012-02-27,,15.63,305.5984,25.8235,178.53,33.27,,,
788,2012-02-28,,16.1886,310.1524,26.2518,183.8,33.27,,,
789,2012-02-29,,15.8186,310.0822,26.1448,179.69,32.89,,,
790,2012-03-01,,16.1071,312.1636,26.5978,180.04,33.1,,,
791,2012-03-02,,16.4428,311.5868,26.4207,179.3,33.73,,,
792,2012-03-03,,,,,,,,,
793,2012-03-04,,,,,,,,,
794,2012-03-05,,15.83,308.076,26.1942,180.26,33.22,,,
795,2012-03-06,,15.3043,303.4166,25.9924,181.09,31.99,0.5,0.5,1.0
796,2012-03-07,,15.0271,304.3395,26.2271,183.77,32.41,,,
797,2012-03-08,,15.4386,304.51,26.3672,187.64,33.05,,,
798,2012-03-09,,15.59,301.0543,26.3507,184.32,33.64,,,
799,2012-03-10,,,,,,,,,
800,2012-03-11,,,,,,,,,
801,2012-03-12,,15.1714,303.5119,26.3919,183.39,33.56,,,
802,2012-03-13,,15.1928,309.8465,26.9108,184.59,34.22,,,
803,2012-03-14,,15.0357,308.9487,26.9932,182.26,33.77,0.04,0.5083333333333333,1.0
804,2012-03-15,,15.7386,311.5267,27.0591,184.43,34.17,,,
805,2012-03-16,,15.7086,313.4877,26.8532,185.05,33.82,,,
806,2012-03-17,,,,,,,,,
807,2012-03-18,,,,,,,,,
808,2012-03-19,,16.3328,317.9715,26.5237,185.52,34.51,,,
809,2012-03-20,,16.4314,317.7258,26.3507,192.33,33.16,,,
810,2012-03-21,,17.1571,320.9808,26.2848,191.73,33.56,,,
811,2012-03-22,,16.9614,324.0252,26.3548,192.4,33.71,,,
812,2012-03-23,,17.17,322.2899,26.3672,195.04,33.815,,,
813,2012-03-24,,,,,,,,,
814,2012-03-25,,,,,,,,,
815,2012-03-26,,17.4271,325.6703,26.8449,202.87,34.4,,,
816,2012-03-27,,17.2386,324.5117,26.7873,205.44,34.63,,,
817,2012-03-28,,16.9721,328.8953,26.5154,201.16,34.46,,,
818,2012-03-29,,16.4357,325.2089,26.4578,204.61,34.48,,,
819,2012-03-30,,16.4343,321.6128,26.569,202.51,34.31,,,
820,2012-03-31,,,,,,,,,
821,2012-04-01,,,,,,,,,
822,2012-04-02,,16.2814,324.4616,26.5978,198.05,34.7,,,
823,2012-04-03,,16.1371,322.3049,26.3095,199.66,34.31,,,
824,2012-04-04,,15.7514,318.5584,25.7082,193.99,33.46,,,
825,2012-04-05,,15.7857,317.139,25.9635,194.39,33.59,,,
826,2012-04-06,,,,,,,,,
827,2012-04-07,,,,,,,,,
828,2012-04-08,,,,,,,,,
829,2012-04-09,,15.24,316.3967,25.6176,191.87,33.22,,,
830,2012-04-10,,14.56,314.4005,25.0986,186.98,32.61,,,
831,2012-04-11,,14.2586,318.9646,24.9957,187.97,33.005,0.25,0.25,1.0
832,2012-04-12,,14.8943,326.5129,25.5146,190.69,33.55,,,
833,2012-04-13,,14.8814,313.267,25.3787,188.46,33.18,,,
834,2012-04-14,,,,,,,0.3333333333333333,0.4166666666666667,1.0
835,2012-04-15,,,,,,,,,
836,2012-04-16,,14.45,303.9733,25.597,185.5,32.845,,,
837,2012-04-17,,15.2886,305.7288,25.8977,188.39,33.84,,,
838,2012-04-18,,15.28,304.6655,25.6505,191.07,33.39,,,
839,2012-04-19,,15.2986,300.5779,25.5435,191.1,32.905,,,
840,2012-04-20,,15.1586,298.9528,26.7049,189.98,33.06,,,
841,2012-04-21,,,,,,,,,
842,2012-04-22,,,,,,,,,
843,2012-04-23,,14.5486,299.7252,26.4578,188.24,32.62,,,
844,2012-04-24,,12.5257,301.5659,26.293,190.33,32.4,,,
845,2012-04-25,,12.3357,305.804,26.5237,194.42,33.13,,,
846,2012-04-26,,12.1528,308.6879,26.4495,195.99,33.26,,,
847,2012-04-27,,11.9628,308.4421,26.3425,226.85,33.58,,,
848,2012-04-28,,,,,,,,,
849,2012-04-29,,,,,,,,,
850,2012-04-30,,11.4486,303.3614,26.3713,231.9,33.55,,,
851,2012-05-01,,11.6228,303.1508,26.3672,230.04,33.77,0.3181818181818182,0.4772727272727273,1.0
852,2012-05-02,,11.7471,304.5702,26.1942,230.25,33.76,0.11584104027285845,0.3929093002956639,1.0
853,2012-05-03,,10.8528,306.456,26.1612,229.45,33.32,,,
854,2012-05-04,,10.4493,299.4092,25.5187,223.99,32.61,,,
855,2012-05-05,,,,,,,,,
856,2012-05-06,,,,,,,,,
857,2012-05-07,,10.4928,304.7156,25.2469,225.16,32.52,,,
858,2012-05-08,,10.3986,307.3437,25.1234,223.9,32.67,,,
859,2012-05-09,,10.6214,305.5181,25.3375,222.98,32.52,,,
860,2012-05-10,,10.3457,307.7801,25.321,226.69,31.92,,,
861,2012-05-11,,11.0543,303.552,25.667,227.68,32.2,,,
862,2012-05-12,,,,,,,,,
863,2012-05-13,,,,,,,,,
864,2012-05-14,,10.9943,302.9351,25.2716,222.93,32.23,,,
865,2012-05-15,,11.0686,306.5011,25.0492,224.39,32.33,,,
866,2012-05-16,,10.6,315.4387,24.7922,224.06,32.36,,,
867,2012-05-17,,10.2814,312.4896,24.6429,218.36,32.01,,,
868,2012-05-18,,9.9943,301.1296,24.2698,213.85,31.31,,,
869,2012-05-19,,,,,,,,,
870,2012-05-20,,,,,,,,,
871,2012-05-21,,10.2486,308.0058,24.6678,218.11,32.01,,,
872,2012-05-22,,9.6728,301.3302,24.6761,215.33,32.01,,,
873,2012-05-23,,10.2728,305.6736,24.1371,217.28,32.18,,,
874,2012-05-24,,10.0386,302.7646,24.104,215.24,31.54,,,
875,2012-05-25,,10.0314,296.6808,24.0957,212.89,31.6,,,
876,2012-05-26,,,,,,,,,
877,2012-05-27,,,,,,,,,
878,2012-05-28,,,,,,,,,
879,2012-05-29,,9.92,298.0902,24.5103,214.75,32.05,,,
880,2012-05-30,,9.62,295.0257,24.3278,209.23,31.29,,,
881,2012-05-31,,9.0628,291.3293,24.2035,212.91,31.05,,,
882,2012-06-01,,8.9928,286.374,23.5899,208.22,29.82,,,
883,2012-06-02,,,,,,,,,
884,2012-06-03,,,,,,,,,
885,2012-06-04,,9.2857,290.1908,23.6728,214.57,30.31,,,
886,2012-06-05,,9.2614,286.0881,23.6355,213.21,30.705,,,
887,2012-06-06,,9.4114,291.1839,24.3361,217.64,31.69,,,
888,2012-06-07,,9.2343,290.0102,24.2366,218.8,31.32,,,
889,2012-06-08,,9.3771,291.1237,24.5849,218.48,31.65,,,
890,2012-06-09,,,,,,,,,
891,2012-06-10,,,,,,,,,
892,2012-06-11,,9.0,285.1302,23.9589,216.5,31.13,,,
893,2012-06-12,,9.0028,283.4249,24.2864,216.42,31.77,,,
894,2012-06-13,,8.9757,281.4137,24.1537,214.73,31.79,,,
895,2012-06-14,,8.9514,280.3905,24.3278,214.45,31.67,,,
896,2012-06-15,,9.3986,283.129,24.8917,218.35,32.39,,,
897,2012-06-16,,,,,,,,,
898,2012-06-17,,,,,,,,,
899,2012-06-18,,9.5328,286.3088,24.7424,222.66,32.63,,,
900,2012-06-19,,9.9757,291.6653,25.4555,224.03,32.89,0.5,0.5,1.0
901,2012-06-20,,9.737,289.6491,25.6462,223.02,31.99,,,
