,dates,FB,NFLX,GOOGL,MSFT,AMZN,ADBE,avg_pos,avg_subj,news_cnt
1053,2012-11-19,,11.6229,335.1395,22.4983,229.71,32.92,,,
1054,2012-11-20,,11.7714,336.0223,22.4834,233.78,32.64,,,
1055,2012-11-21,,11.8571,333.9659,22.6854,238.03,32.84,,,
1056,2012-11-22,,,,,,,,,
1057,2012-11-23,,11.85,335.0192,23.3168,239.88,33.4,,,
1058,2012-11-24,,,,,,,,,
1059,2012-11-25,,,,,,,,,
1060,2012-11-26,,11.7228,331.5986,23.0516,243.62,33.295,,,
1061,2012-11-27,,11.8686,336.3934,22.7949,243.4017,33.18,,,
1062,2012-11-28,,11.7471,342.8935,23.0306,247.11,33.88,,,
1063,2012-11-29,,11.6257,347.0162,22.6854,251.27,34.09,,,
1064,2012-11-30,,11.6728,350.2662,22.4035,252.05,34.61,,,
1065,2012-12-01,,,,,,,,,
1066,2012-12-02,,,,,,,,,
1067,2012-12-03,,10.8571,348.7014,22.2472,250.3291,34.7,,,
1068,2012-12-04,,12.3784,346.5849,22.1972,252.4881,35.3,,,
1069,2012-12-05,,11.91,344.9749,22.4498,253.96,35.4,0.25,0.25,1.0
1070,2012-12-06,,12.31,346.635,22.496,253.37,35.14,,,
1071,2012-12-07,,12.2828,343.1643,22.2688,253.2681,35.48,,,
1072,2012-12-08,,,,,,,,,
1073,2012-12-09,,,,,,,,,
1074,2012-12-10,,12.1143,343.7712,22.677,247.77,35.75,,,
1075,2012-12-11,,12.2977,349.5189,22.9969,250.69,35.54,,,
1076,2012-12-12,,12.9613,349.86,22.9296,251.76,35.9597,,,
1077,2012-12-13,,13.2228,352.4379,22.8201,251.25,35.53,,,
1078,2012-12-14,,13.3286,352.0684,22.5676,249.19,37.56,,,
1079,2012-12-15,,,,,,,,,
1080,2012-12-16,,,,,,,,,
1081,2012-12-17,,13.5286,361.5059,22.8075,253.86,37.42,,,
1082,2012-12-18,,13.663,361.6514,23.1989,260.4,37.4904,,,
1083,2012-12-19,,13.4255,361.1699,22.9885,257.99,38.09,,,
1084,2012-12-20,,13.3571,362.2984,23.2999,261.5,37.87,,,
1085,2012-12-21,,13.0486,358.923,23.1063,256.92,37.71,0.1142857142857143,0.45,1.0
1086,2012-12-22,,,,,,,,,
1087,2012-12-23,,,,,,,,,
1088,2012-12-24,,12.89,355.8485,22.778,258.62,37.53,,,
1089,2012-12-25,,,,,,,,,
1090,2012-12-26,,12.95,355.5325,22.6097,248.6314,37.55,,,
1091,2012-12-27,,12.9286,354.2385,22.6939,248.31,37.3,,,
1092,2012-12-28,,12.7614,351.0888,22.3487,245.18,36.9,,,
1093,2012-12-29,,,,,,,,,
1094,2012-12-30,,,,,,,,,
1095,2012-12-31,,13.2271,354.7852,22.4832,250.87,37.68,,,
1096,2013-01-01,,,,,,,,,
1097,2013-01-02,,13.1443,362.7448,23.2494,257.31,38.34,,,
1098,2013-01-03,,13.7986,362.9554,22.938,258.48,37.75,0.1590909090909091,0.3386363636363636,1.0
1099,2013-01-04,,13.7114,370.1275,22.5087,259.15,38.13,,,
1100,2013-01-05,,,,,,,,,
1101,2013-01-06,,,,,,,,,
1102,2013-01-07,,14.1715,368.5126,22.4666,268.4592,37.94,,,
1103,2013-01-08,,13.8795,367.7853,22.3487,266.38,38.14,,,
1104,2013-01-09,,13.7014,370.2018,22.475,266.35,38.66,,,
1105,2013-01-10,,14.0,371.888,22.273,265.34,38.62,,,
1106,2013-01-11,,14.47,371.1407,22.5844,267.94,38.09,,,
1107,2013-01-12,,,,,,,,,
1108,2013-01-13,,,,,,,,,
1109,2013-01-14,,14.7778,362.7448,22.6349,272.73,38.16,,,
1110,2013-01-15,,14.5271,363.5874,22.9043,271.9,38.15,,,
1111,2013-01-16,,13.9257,358.7023,22.7612,268.93,37.88,,,
1112,2013-01-17,,13.9571,356.7613,22.938,270.48,37.73,0.32333333333333336,0.7200000000000001,1.0
1113,2013-01-18,,14.1671,353.3457,22.938,272.12,37.98,,,
1114,2013-01-19,,,,,,,,,
1115,2013-01-20,,,,,,,,,
1116,2013-01-21,,,,,,,,,
1117,2013-01-22,,13.9728,352.5232,22.8538,270.19,37.95,,,
1118,2013-01-23,,14.7514,371.898,23.241,268.11,38.25,0.0,0.0,1.0
1119,2013-01-24,,20.98,378.0821,23.2578,273.62,38.1,,,
1120,2013-01-25,,24.2228,378.0019,23.4683,283.99,38.32,,,
1121,2013-01-26,,,,,,,,,
1122,2013-01-27,,,,,,,,,
1123,2013-01-28,,23.1585,376.5273,23.4944,276.04,38.24,,,
1124,2013-01-29,,24.16,378.0069,23.5777,260.35,38.52,,,
1125,2013-01-30,,23.9571,378.0821,23.443,272.764,37.94,,,
1126,2013-01-31,,23.6057,379.015,23.1063,265.5,37.83,,,
1127,2013-02-01,,23.5428,389.0008,23.5104,265.0,38.34,,,
1128,2013-02-02,,,,,,,,,
1129,2013-02-03,,,,,,,,,
1130,2013-02-04,,24.9628,380.6851,23.0979,259.98,38.1,,,
1131,2013-02-05,,24.9124,384.0555,23.1442,266.89,38.51,,,
1132,2013-02-06,,26.3443,386.2774,23.0137,262.22,38.4,0.0,0.3,1.0
1133,2013-02-07,,25.9945,388.1733,22.9658,260.23,38.07,,,
1134,2013-02-08,,25.8528,393.9009,23.1905,261.95,39.12,,,
1135,2013-02-09,,,,,,,,,
1136,2013-02-10,,,,,,,-0.07142857142857142,0.21428571428571427,1.0
1137,2013-02-11,,25.4128,392.4214,23.4514,257.21,38.64,,,
1138,2013-02-12,,25.4214,391.5587,23.4683,258.7,38.89,,,
1139,2013-02-13,,26.6098,392.642,23.5945,269.47,38.81,,,
1140,2013-02-14,,26.7714,395.1297,23.603,269.24,38.61,,,
1141,2013-02-15,,27.0731,397.6726,23.5777,265.09,38.635,,,
1142,2013-02-16,,,,,,,,,
1143,2013-02-17,,,,,,,,,
1144,2013-02-18,,,,,,,,,
1145,2013-02-19,,28.0643,404.6742,23.8008,269.75,38.995,,,
1146,2013-02-20,,26.7314,397.4569,23.6523,266.41,38.77,-0.024999999999999994,0.65,1.0
1147,2013-02-21,,26.7357,398.9967,23.3298,265.94,38.34,,,
1148,2013-02-22,,25.6943,401.0931,23.5589,265.42,38.55,,,
1149,2013-02-23,,,,,,,,,
1150,2013-02-24,,,,,,,,,
1151,2013-02-25,,25.6171,396.6093,23.2279,259.87,38.11,,,
1152,2013-02-26,,26.2985,396.2883,23.2279,259.36,38.59,,,
1153,2013-02-27,,26.3314,401.1282,23.6013,263.25,39.6,,,
1154,2013-02-28,,26.8685,401.8404,23.5929,264.27,39.31,,,
1155,2013-03-01,,27.0528,404.3432,23.7202,265.74,39.83,,,
1156,2013-03-02,,,,,,,,,
1157,2013-03-03,,,,,,,,,
1158,2013-03-04,,25.8871,412.0239,23.8899,273.11,40.46,,,
1159,2013-03-05,,25.9614,420.6004,24.0596,275.59,41.46,,,
1160,2013-03-06,,26.1343,416.9772,23.839,273.79,41.29,0.25,0.25,1.0
1161,2013-03-07,,25.9371,417.5871,23.8814,273.88,41.5,,,
1162,2013-03-08,,26.3857,417.0474,23.7626,274.19,41.5,,,
1163,2013-03-09,,,,,,,,,
1164,2013-03-10,,,,,,,,,
1165,2013-03-11,,25.7785,418.7025,23.6523,271.24,41.48,,,
1166,2013-03-12,,26.0157,415.0863,23.6862,274.13,41.4,0.11000000000000001,0.45999999999999996,1.0
1167,2013-03-13,,27.48,413.9328,23.6905,275.1,41.59,,,
1168,2013-03-14,,26.91,412.0419,23.8772,265.74,41.62,,,
1169,2013-03-15,,26.4071,408.4117,23.7923,261.82,41.38,,,
1170,2013-03-16,,,,,,,,,
1171,2013-03-17,,,,,,,,,
1172,2013-03-18,,26.5128,405.1456,23.8475,257.89,41.06,,,
1173,2013-03-19,,25.91,406.9161,23.9153,256.41,40.75,,,
1174,2013-03-20,,26.15,408.6154,24.0299,257.278,42.46,,,
1175,2013-03-21,,25.9985,406.886,23.8559,253.39,42.18,0.18482142857142855,0.4017857142857143,1.0
1176,2013-03-22,,25.9,406.4095,23.9748,257.75,42.97,,,
1177,2013-03-23,,,,,,,,,
1178,2013-03-24,,,,,,,,,
1179,2013-03-25,,25.8271,406.0735,23.8984,256.02,42.49,,,
1180,2013-03-26,,27.23,407.4678,23.8941,260.31,42.75,-0.08333333333333334,0.08333333333333334,1.0
1181,2013-03-27,,27.1771,402.5727,24.0766,265.3,42.66,,,
1182,2013-03-28,,27.04,398.3236,24.276,266.49,43.515,,,
1183,2013-03-29,,,,,,,,,
1184,2013-03-30,,,,,,,,,
1185,2013-03-31,,,,,,,,,
1186,2013-04-01,,26.0614,401.8354,24.2803,261.61,43.38,0.03125,0.4409722222222222,1.0
1187,2013-04-02,,25.2414,407.7788,24.4415,263.322,43.845,,,
1188,2013-04-03,,24.2485,404.3492,24.2378,259.03,43.7,,,
1189,2013-04-04,,23.8128,398.766,24.2675,259.08,44.21,,,
1190,2013-04-05,,23.5228,392.7373,24.3567,255.48,43.38,,,
1191,2013-04-06,,,,,,,,,
1192,2013-04-07,,,,,,,,,
1193,2013-04-08,,23.2943,388.6246,24.2633,258.95,43.79,,,
1194,2013-04-09,,24.1943,390.029,25.1289,261.14,44.17,,,
1195,2013-04-10,,23.7243,396.3134,25.6975,264.77,44.7,0.5,0.5,1.0
1196,2013-04-11,,24.7157,396.4187,24.5561,269.85,45.21,,,
1197,2013-04-12,,24.7428,396.2482,24.433,272.87,45.03,,,
1198,2013-04-13,,,,,,,,,
1199,2013-04-14,,,,,,,,,
1200,2013-04-15,,25.2143,392.1756,24.3482,267.72,44.6,,,
1201,2013-04-16,,25.1214,397.9133,24.5858,272.34,45.28,,,
1202,2013-04-17,,24.1943,392.4916,24.4627,267.4,44.9,,,
1203,2013-04-18,,23.4028,384.1428,24.433,259.42,44.46,,,
1204,2013-04-19,,23.3385,401.1734,25.2605,260.32,44.74,,,
1205,2013-04-20,,,,,,,,,
1206,2013-04-21,,,,,,,,,
1207,2013-04-22,,24.91,401.2958,26.1388,263.55,44.53,,,
1208,2013-04-23,,30.9985,405.2008,25.9691,268.9,44.87,,,
1209,2013-04-24,,30.96,407.9864,26.9536,268.78,44.67,,,
1210,2013-04-25,,30.5357,405.8027,27.1063,274.7,45.05,,,
1211,2013-04-26,,30.7928,401.9508,26.979,254.81,44.91,0.0,0.0,1.0
1212,2013-04-27,,,,,,,,,
1213,2013-04-28,,,,,,,,,
1214,2013-04-29,,30.7161,410.7981,27.6749,249.74,45.06,,,
1215,2013-04-30,,30.8671,413.5616,28.0908,253.81,45.08,,,
1216,2013-05-01,,30.4157,411.4852,27.7683,248.23,44.71,,,
1217,2013-05-02,,30.6414,416.0894,28.1417,252.55,45.69,,,
1218,2013-05-03,,30.4928,424.1694,28.4218,258.05,47.01,0.15833333333333333,0.7833333333333333,1.0
1219,2013-05-04,,,,,,,,,
1220,2013-05-05,,,,,,,,,
1221,2013-05-06,,30.0985,432.1089,28.6424,255.72,46.49,,,
1222,2013-05-07,,29.4643,429.9422,28.269,257.73,45.602,0.037500000000000006,0.575,1.0
1223,2013-05-08,,29.8014,438.1676,27.9974,258.68,45.32,,,
1224,2013-05-09,,30.9157,437.0893,27.7174,260.16,43.97,,,
1225,2013-05-10,,31.0991,441.4778,27.7428,263.63,44.02,0.10113636363636364,0.38484848484848483,1.0
1226,2013-05-11,,,,,,,,,
1227,2013-05-12,,,,,,,,,
1228,2013-05-13,,32.7684,440.1236,28.0314,264.51,43.61,,,
1229,2013-05-14,,33.4243,444.9234,28.6509,268.33,44.04,,,
1230,2013-05-15,,34.7714,459.363,28.9201,266.56,45.07,,,
1231,2013-05-16,,33.8614,453.3344,29.1209,264.12,44.56,0.0,0.0,1.0
1232,2013-05-17,,34.1428,455.9976,29.7959,269.9,44.61,,,
1233,2013-05-18,,,,,,,,,
1234,2013-05-19,,,,,,,,,
1235,2013-05-20,,34.2214,455.6716,29.9753,267.63,44.29,,,
1236,2013-05-21,,33.87,454.8892,29.7788,268.86,44.02,,,
1237,2013-05-22,,32.6514,446.087,29.5737,262.96,43.17,,,
1238,2013-05-23,,32.3114,442.7618,29.1807,261.8,42.77,,,
1239,2013-05-24,,32.6771,438.0121,29.2824,261.74,42.43,0.18264462809917353,0.3700708382526564,1.0
1240,2013-05-25,,,,,,,,,
1241,2013-05-26,,,,,,,,,
1242,2013-05-27,,,,,,,,,
1243,2013-05-28,,30.5985,441.9994,29.9241,267.29,42.91,,,
1244,2013-05-29,,30.7628,435.4993,29.8044,265.53,42.6,,,
1245,2013-05-30,,31.8085,436.7281,29.9326,266.83,43.19,,,
1246,2013-05-31,,32.3214,436.9578,29.8215,269.2,42.91,,,
1247,2013-06-01,,,,,,,,,
1248,2013-06-02,,,,,,,,,
1249,2013-06-03,,31.71,435.1583,30.4111,266.88,43.46,0.375,0.41666666666666663,1.0
1250,2013-06-04,,32.1871,430.8801,29.8984,265.7,44.39,,,
1251,2013-06-05,,31.9228,431.181,29.719,267.17,43.84,0.0014285714285714299,0.26999999999999996,1.0
1252,2013-06-06,,31.1057,433.6587,29.8728,267.83,43.57,,,
1253,2013-06-07,,31.46,441.227,30.4795,276.87,44.12,-0.027142857142857142,0.2509523809523809,1.0
1254,2013-06-08,,,,,,,,,
1255,2013-06-09,,,,,,,,,
1256,2013-06-10,,31.5614,446.4883,30.3086,281.07,44.09,,,
1257,2013-06-11,,30.6371,441.2671,29.7703,274.78,43.12,,,
1258,2013-06-12,,29.6628,437.34,29.907,271.67,42.72,,,
1259,2013-06-13,,30.77,439.8578,29.6635,275.79,43.3,0.08928571428571429,0.20535714285714285,1.0
1260,2013-06-14,,30.57,438.8748,29.3943,273.99,42.84,,,
1261,2013-06-15,,,,,,,,,
1262,2013-06-16,,,,,,,,,
1263,2013-06-17,,32.7471,444.4971,29.907,278.06,43.39,,,
1264,2013-06-18,,32.69,451.7044,29.8899,281.76,43.36,,,
1265,2013-06-19,,33.1871,451.7345,29.5566,278.16,45.78,,,
1266,2013-06-20,,31.9314,443.7398,28.6167,273.44,44.895,-0.07142857142857142,0.21428571428571427,1.0
1267,2013-06-21,,30.9857,441.8289,28.4245,273.36,44.77,0.0,0.0,1.0
1268,2013-06-22,,,,,,,,,
1269,2013-06-23,,,,,,,,,
1270,2013-06-24,,30.8,436.2416,28.809,270.61,43.6,-0.07840909090909087,0.5303030303030303,1.0
1271,2013-06-25,,30.4143,434.4411,28.7705,272.088,44.37,,,
1272,2013-06-26,,30.3,438.1776,29.3516,277.57,45.68,,,
1273,2013-06-27,,30.71,439.8929,29.5823,277.55,45.93,,,
1274,2013-06-28,,30.1557,441.548,29.5182,277.69,45.56,,,
1275,2013-06-29,,,,,,,,,
1276,2013-06-30,,,,,,,,,
1277,2013-07-01,,32.04,445.3146,29.3601,282.1,46.235,,,
1278,2013-07-02,,31.6371,442.521,29.0012,283.73,46.03,,,
1279,2013-07-03,,31.5585,444.5874,29.061,284.03,46.42,,,
1280,2013-07-04,,,,,,,,,
1281,2013-07-05,,32.1571,448.1283,29.2319,285.88,47.0,,,
1282,2013-07-06,,,,,,,,,
1283,2013-07-07,,,,,,,,,
1284,2013-07-08,,33.3,453.9463,29.3302,290.59,46.625,,,
1285,2013-07-09,,35.3403,454.0215,29.3516,291.53,47.26,,,
1286,2013-07-10,,34.8314,454.3977,29.6506,292.33,47.25,,,
1287,2013-07-11,,34.8814,461.5447,30.4923,299.66,47.99,,,
1288,2013-07-12,,36.7515,462.929,30.4795,307.55,48.39,,,
1289,2013-07-13,,,,,,,,,
1290,2013-07-14,,,,,,,,,
1291,2013-07-15,,36.8542,463.7766,30.9067,306.57,48.12,,,
1292,2013-07-16,,37.2114,461.2278,30.9922,306.87,47.485,,,
1293,2013-07-17,,38.2742,460.6971,30.5393,308.69,48.04,,,
1294,2013-07-18,,38.0585,456.7499,30.283,304.11,48.19,,,
1295,2013-07-19,,37.7965,449.6871,26.8308,305.23,48.07,0.07037037037037037,0.3722222222222223,1.0
1296,2013-07-20,,,,,,,,,
1297,2013-07-21,,,,,,,0.04952380952380952,0.4498412698412698,1.0
1298,2013-07-22,,37.4228,456.76,27.3521,303.48,48.28,,,
1299,2013-07-23,,35.7514,453.2993,27.1897,301.06,48.07,,,
1300,2013-07-24,,34.4714,452.8479,27.3094,298.94,47.8,,,
1301,2013-07-25,,35.2485,445.2244,26.8223,303.4,47.79,,,
1302,2013-07-26,,35.1871,444.0457,27.0188,312.01,47.64,,,
1303,2013-07-27,,,,,,,,,
1304,2013-07-28,,,,,,,,,
1305,2013-07-29,,34.9943,442.501,26.9505,306.1,47.17,0.0,0.0,1.0
1306,2013-07-30,,34.8228,446.8394,27.2154,302.41,47.36,,,
1307,2013-07-31,,34.9263,445.2494,27.2068,301.22,47.28,,,
1308,2013-08-01,,35.5885,453.5099,27.0616,305.57,47.7,,,
1309,2013-08-02,,35.1685,454.6886,27.2495,304.21,47.45,,,
1310,2013-08-03,,,,,,,,,
1311,2013-08-04,,,,,,,,,
1312,2013-08-05,,36.2628,453.9011,27.0872,300.99,47.63,,,
1313,2013-08-06,,36.5571,449.6731,26.9846,300.75,47.39,,,
1314,2013-08-07,,35.6014,446.7039,27.3974,296.91,47.1,,,
1315,2013-08-08,,35.7714,447.712,28.104,295.74,47.51,-0.07142857142857142,0.21428571428571427,1.0
1316,2013-08-09,,36.1071,446.5836,27.9417,297.26,47.18,,,
1317,2013-08-10,,,,,,,,,
1318,2013-08-11,,,,,,,,,
1319,2013-08-12,,36.6571,444.126,28.0869,296.69,47.2,,,
1320,2013-08-13,,37.0271,441.9894,27.7366,293.97,47.14,,,
1321,2013-08-14,,37.4014,436.2517,27.8399,291.34,46.84,,,
1322,2013-08-15,,36.2014,431.161,27.3579,286.47,45.87,-0.09916666666666667,0.2883333333333333,1.0
1323,2013-08-16,,36.9814,429.7807,27.3665,284.82,45.4,,,
1324,2013-08-17,,,,,,,,,
1325,2013-08-18,,,,,,,,,
1326,2013-08-19,,37.1114,434.1652,27.0163,285.57,44.89,,,
1327,2013-08-20,,39.0414,434.0499,27.2116,287.09,45.07,,,
1328,2013-08-21,,38.6242,436.0109,27.203,284.57,45.14,,,
1329,2013-08-22,,38.5357,438.2077,27.8743,289.73,45.68,0.3181818181818182,0.6772727272727272,1.0
1330,2013-08-23,,39.7657,436.4523,29.9053,290.01,45.77,,,
1331,2013-08-24,,,,,,,,,
1332,2013-08-25,,,,,,,,,
1333,2013-08-26,,40.3885,434.5364,29.3889,286.21,46.06,,,
1334,2013-08-27,,39.4342,426.3912,28.623,280.93,45.5,,,
1335,2013-08-28,,40.48,425.5888,28.4165,281.58,45.53,,,
1336,2013-08-29,,41.1214,429.0394,28.8726,283.98,45.93,,,
1337,2013-08-30,,40.5585,424.7612,28.7435,280.98,45.75,,,
1338,2013-08-31,,,,,,,,,
1339,2013-09-01,,,,,,,,,
1340,2013-09-02,,,,,,,,,
1341,2013-09-03,,41.2857,431.5221,27.4354,288.8,45.88,,,
1342,2013-09-04,,41.7757,437.1665,26.8459,293.64,46.93,,,
1343,2013-09-05,,42.1585,441.1418,26.8803,294.1,46.731,,,
1344,2013-09-06,,41.6485,441.1518,26.8089,295.86,46.87,,,
1345,2013-09-07,,,,,,,,,
1346,2013-09-08,,,,,,,,,
1347,2013-09-09,,42.0214,445.4019,27.2418,299.71,47.25,0.0625,0.4375,1.0
1348,2013-09-10,,44.7228,445.7109,27.8743,300.36,48.02,,,
1349,2013-09-11,,44.0428,449.4825,28.1755,299.64,48.2,,,
1350,2013-09-12,,43.058,447.9147,28.1325,298.86,47.64,0.03613053613053614,0.300990675990676,1.0
1351,2013-09-13,,43.6642,445.9105,28.4251,297.92,47.76,0.13645833333333332,0.6395833333333334,1.0
1352,2013-09-14,,,,,,,,,
1353,2013-09-15,,,,,,,,,
1354,2013-09-16,,43.1657,445.2545,28.228,296.06,48.14,,,
1355,2013-09-17,,42.7928,444.4269,28.339,304.17,48.14,,,
1356,2013-09-18,,43.8457,453.0585,28.6746,312.034,52.58,,,
1357,2013-09-19,,43.6425,450.5859,28.95,312.06,51.869,,,
1358,2013-09-20,,44.8328,452.9532,28.2194,316.34,52.31,,,
1359,2013-09-21,,,,,,,,,
1360,2013-09-22,,,,,,,0.2859375,0.5229166666666667,1.0
1361,2013-09-23,,43.1485,444.6225,28.1755,311.49,51.8,,,
1362,2013-09-24,,43.7842,444.793,27.9302,314.13,51.42,,,
1363,2013-09-25,,43.8771,439.9732,27.9733,312.65,51.87,,,
1364,2013-09-26,,44.7871,440.4446,28.2013,318.12,52.1,,,
1365,2013-09-27,,44.6285,439.5519,28.6316,316.01,52.03,,,
1366,2013-09-28,,,,,,,,,
1367,2013-09-29,,,,,,,,,
1368,2013-09-30,,44.1728,439.3111,28.6402,312.64,51.94,,,
1369,2013-10-01,,46.3742,444.8753,28.8984,320.95,52.43,,,
1370,2013-10-02,,47.2471,445.3698,29.191,320.51,51.52,,,
1371,2013-10-03,,45.96,439.4014,29.1393,314.76,50.88,,,
1372,2013-10-04,,46.7514,437.5256,29.1566,319.04,51.57,,,
1373,2013-10-05,,,,,,,,,
1374,2013-10-06,,,,,,,,,
1375,2013-10-07,,45.4514,434.2104,28.6574,310.03,50.82,,,
1376,2013-10-08,,43.1885,428.1567,28.4078,303.23,49.58,,,
1377,2013-10-09,,41.2042,429.2551,28.4595,298.23,49.45,,,
1378,2013-10-10,,43.4277,435.4642,29.0533,305.174,51.165,,,
1379,2013-10-11,,42.9782,437.345,29.3717,310.889,52.19,,,
1380,2013-10-12,,,,,,,-0.10833333333333332,0.65,1.0
1381,2013-10-13,,,,,,,,,
1382,2013-10-14,,46.3371,439.4114,29.6471,310.7,52.63,,,
1383,2013-10-15,,45.9557,442.3706,29.6815,306.4,51.93,,,
1384,2013-10-16,,46.1254,450.4049,29.8106,310.49,51.91,,,
1385,2013-10-17,,47.1571,445.7731,30.0516,310.77,52.065,,,
1386,2013-10-18,,47.6428,507.2709,30.086,328.931,52.63,,,
1387,2013-10-19,,,,,,,,,
1388,2013-10-20,,,,,,,,,
1389,2013-10-21,,50.7128,503.2033,30.1118,326.44,53.08,,,
1390,2013-10-22,,50.7128,505.0591,29.759,332.54,53.17,,,
1391,2013-10-23,,47.1771,517.3019,29.0533,326.756,53.06,,,
1392,2013-10-24,,47.3171,514.3628,29.0189,332.21,54.21,,,
1393,2013-10-25,,46.8615,509.1718,30.7486,363.39,53.81,,,
1394,2013-10-26,,,,,,,,,
1395,2013-10-27,,,,,,,,,
1396,2013-10-28,,44.8571,509.0715,30.6109,358.16,53.93,,,
1397,2013-10-29,,46.7571,519.7243,30.5679,362.7,54.86,,,
1398,2013-10-30,,45.4485,516.8053,30.5851,361.08,54.1,,,
1399,2013-10-31,,46.0685,516.8856,30.4689,364.03,54.22,,,
1400,2013-11-01,,47.0378,515.1101,30.5722,359.002,54.61,,,
1401,2013-11-02,,,,,,,,,
1402,2013-11-03,,,,,,,,,
1403,2013-11-04,,48.2285,514.6437,30.9294,358.74,55.39,0.04386446886446886,0.3346886446886447,1.0
1404,2013-11-05,,48.7857,512.3415,31.5318,358.892,54.79,,,
1405,2013-11-06,,47.9471,512.9585,32.8571,356.18,54.88,,,
1406,2013-11-07,,46.6942,505.5355,32.2719,343.56,53.168,,,
1407,2013-11-08,,47.8428,509.588,32.5128,350.31,54.84,,,
1408,2013-11-09,,,,,,,,,
1409,2013-11-10,,,,,,,,,
1410,2013-11-11,,48.2728,506.8596,32.3493,354.378,56.18,,,
1411,2013-11-12,,47.6757,507.4565,32.1514,349.53,56.24,,,
1412,2013-11-13,,47.8977,517.8335,32.8355,356.22,57.55,0.07404513888888888,0.35000000000000003,1.0
1413,2013-11-14,,48.9385,519.2178,32.7202,367.396,57.17,,,
1414,2013-11-15,,49.9657,518.3802,32.5653,369.17,57.35,,,
1415,2013-11-16,,,,,,,,,
1416,2013-11-17,,,,,,,,,
1417,2013-11-18,,48.8242,517.3721,32.0137,366.18,56.6,,,
1418,2013-11-19,,48.1842,514.1872,31.8588,364.94,55.77,,,
1419,2013-11-20,,48.5028,512.7378,32.1536,362.57,55.94,,,
1420,2013-11-21,,49.7857,518.636,32.4311,368.92,56.23,,,
1421,2013-11-22,,49.6928,517.5426,32.5785,372.31,56.41,,,
1422,2013-11-23,,,,,,,,,
1423,2013-11-24,,,,,,,,,
1424,2013-11-25,,50.0342,524.5843,32.6392,376.64,56.95,,,
1425,2013-11-26,,50.7428,530.8437,32.3877,381.37,56.7,,,
1426,2013-11-27,,51.7842,533.2009,32.6045,386.71,56.91,,,
1427,2013-11-28,,,,,,,,,
1428,2013-11-29,,52.2571,531.4355,33.0641,393.62,56.78,,,
1429,2013-11-30,,,,,,,,,
1430,2013-12-01,,,,,,,,,
1431,2013-12-02,,51.9885,528.8726,33.3416,392.3,56.76,,,
1432,2013-12-03,,51.8485,528.2607,33.2202,384.66,56.4,,,
1433,2013-12-04,,50.8957,530.7283,33.7665,385.96,56.05,,,
1434,2013-12-05,,51.1514,530.307,32.9514,384.49,55.04,,,
1435,2013-12-06,,50.6342,536.5914,33.2636,386.95,55.6,,,
1436,2013-12-07,,,,,,,,,
1437,2013-12-08,,,,,,,,,
1438,2013-12-09,,50.8099,540.7392,33.5627,384.89,55.44,,,
1439,2013-12-10,,51.8714,544.0093,33.0468,387.78,55.32,,,
1440,2013-12-11,,51.9971,540.3129,32.6132,382.19,54.64,,,
1441,2013-12-12,,53.3328,536.6365,32.275,381.25,53.99,,,
1442,2013-12-13,,52.7099,532.0373,31.8154,384.24,60.89,,,
1443,2013-12-14,,,,,,,,,
1444,2013-12-15,,,,,,,,,
1445,2013-12-16,,52.3299,538.1512,31.9845,388.97,58.5,,,
1446,2013-12-17,,53.5528,536.5864,31.668,387.65,57.67,,,
1447,2013-12-18,,53.7485,544.0544,31.72,395.96,59.04,,,
1448,2013-12-19,,53.8199,544.7917,31.4339,395.19,58.13,,,
1449,2013-12-20,,53.6671,552.014,31.9108,402.2,59.26,,,
1450,2013-12-21,,,,,,,,,
1451,2013-12-22,,,,,,,,,
1452,2013-12-23,,54.3685,559.2764,31.7547,402.92,59.47,,,
1453,2013-12-24,,54.0557,557.6414,32.1536,399.2,59.53,0.0,0.5,1.0
1454,2013-12-25,,,,,,,,,
1455,2013-12-26,,53.8471,560.4601,32.4658,404.39,59.58,,,
1456,2013-12-27,,52.4999,560.9315,32.3357,398.08,59.51,,,
1457,2013-12-28,,,,,,,,,
1458,2013-12-29,,,,,,,,,
1459,2013-12-30,,52.4271,556.4477,32.3357,393.37,59.55,,,
1460,2013-12-31,,52.5957,562.0901,32.4398,398.79,59.879,,,
1461,2014-01-01,,,,,,,0.24375,0.59375,1.0
1462,2014-01-02,,51.8314,558.2834,32.223,397.97,59.29,,,
1463,2014-01-03,,51.8714,554.2108,32.0062,396.44,59.16,,,
1464,2014-01-04,,,,,,,,,
1465,2014-01-05,,,,,,,0.11851851851851851,0.49092592592592593,1.0
1466,2014-01-06,,51.3671,560.3899,31.3298,393.63,58.12,,,
1467,2014-01-07,,48.5,571.1932,31.5726,398.03,58.97,,,
1468,2014-01-08,,48.7128,572.3819,31.009,401.92,58.9,,,
1469,2014-01-09,,48.15,566.8699,30.8095,401.01,59.09,,,
1470,2014-01-10,,47.4485,566.8398,31.2518,397.66,59.53,,,
1471,2014-01-11,,,,,,,,,
1472,2014-01-12,,,,,,,,,
1473,2014-01-13,,48.1157,563.2286,30.3326,390.98,58.6,0.1666666666666667,0.5888888888888889,1.0
1474,2014-01-14,,48.28,576.4795,31.0263,397.54,60.37,,,
1475,2014-01-15,,47.1971,576.0883,31.8761,395.87,61.68,,,
1476,2014-01-16,,47.3828,579.9001,31.9889,395.8,61.63,,,
